table_name,column_name,database_type,base_type,comment,,
ISPMCREC,feature,varchar,type/Text,คุณลักษณะ,,
ISPMCREC,sno,varchar,type/Text,เลขที่ใบตรวจรับ,,
ISPMCREC,appno,varchar,type/Text,เลขที่ขอซื้อ/จ้าง,,
ISPMCREC,qty,numeric,type/Decimal,จำนวนสั่งซื้อ,,
ISPMCREC,ispunit,numeric,type/Decimal,หน่วย(view ispunit),,
ISPMCREC,price,numeric,type/Decimal,ราคา/หน่วย,,
ISPMCREC,tprice,numeric,type/Decimal,ราคารวม,,
ISPMCREC,orddate,timestamp,type/DateTime,วันที่ขอซื้อ/จ้าง,,
ISPMCREC,recdate,timestamp,type/DateTime,วันที่ตรวจรับ,,
ISPMCREC,yearbudget,numeric,type/Decimal,ปีงบประมาณ,,
ISPMCREC,ispbudget,numeric,type/Decimal,รหัสประเภทงบประมาณ,,
ISPMCREC,insureyear,numeric,type/Decimal,การรับประกัน(ปี),,
ISPMCREC,insuredate,timestamp,type/DateTime,วันที่สิ้นสุดรับประกัน,,
ISPMCREC,mtdget,numeric,type/Decimal,วิธีการได้มา 1=จัดซื้อ 2=บริจาค 3=แถมฟรี,,
ISPMCREC,madate,timestamp,type/DateTime,วันที่ ma,,
ISPMCREC,pano,varchar,type/Text,pa,,
ISPMCREC,pono,varchar,type/Text,po ไม่ใช้  ใช้ appno,,
ISPMCREC,cnno,varchar,type/Text,cn ไม่ใช้  ใช้ appno,,
ISPMCREC,chkinsure,numeric,type/Decimal,1= รับประกันตลอดอายุการใช้งาน,,
ISPMCREC,remark,varchar,type/Text,หมายเหตุ,,
ISPMCREC,mainst,numeric,type/Decimal,เครื่องหลัก =1 /เครื่องย่อย=2,,
ISPMCREC,mispmcrecno,numeric,type/Decimal,เลขลงทะเบียนเครื่องหลัก,,
ISPTYPE,isptype,numeric,type/Decimal,รหัสชื่อเครื่องมือแพทย์,,
ISPTYPE,nameeng,varchar,type/Text,ชื่อเครื่องมือแพทย์ eng,,
ISPTYPE,nametha,varchar,type/Text,ชื่อเครื่องมือแพทย์ไทย,,
ISPTYPE,var,varchar,type/Text,รหัสดัชนี,,
ISPTYPE,ispgrp,numeric,type/Decimal,รหัสประเภท,,
ISPTYPE,durable_code,varchar,type/Text,รหัสเดิม,,
ISPTYPE,ispunit,numeric,type/Decimal,หน่วย,,
ISPUSEMC,hn,varchar,type/Text,รหัสผู้ป่วย,,
ISPUSEMC,ispusedate,timestamp,type/DateTime,วันที่เปิด,,
ISPUSEMC,isplct,numeric,type/Decimal,หน่วยงาน,,
ISPUSEMC,ispusetime,numeric,type/Decimal,เวลาที่เปิด,,
ISPUSEMC,an,varchar,type/Text,เก็บผู้ป่วยใน (ipt),,
ISPUSEMC,isptype,numeric,type/Decimal,รหัสชื่อเครื่องมือแพทย์,,
ISPUSEMC,ispmcrecno,numeric,type/Decimal,เลขที่ลงทะเบียนรับ,,
ISPUSEMC,mccode,numeric,type/Decimal,รหัสเครื่อง,,
ISPUSEMC,itemno,numeric,type/Decimal,ลำดับ,,
ISPUSEMC,ispenddate,timestamp,type/DateTime,วันที่ปิด,,
ISPUSEMC,ispendtime,numeric,type/Decimal,เวลาที่ปิด,,
ISPUSEMC,ispuseqty,numeric,type/Decimal,จำนวนการใช้งาน,,
ISPUSEMC,salerate,numeric,type/Decimal,ราคาปกติ salerate,,
ISPUSEMC,ispuseamt,numeric,type/Decimal,มูลค่าการใช้งาน,,
ISPUSEMC,rfndamt,numeric,type/Decimal,ราคาที่เบิกได้,,
ISPUSEMC,recuseflag,numeric,type/Decimal,(ยืนยันการใช้การเครื่องมือ)1=ปิดเครื่อง(Y)  0 =เปิดเครื่อง,,
ISPUSEMC,finlct,numeric,type/Decimal,จุดคิดเงิน,,
ISPUSEMC,finrefno,numeric,type/Decimal,เลขอ้างอิง,,
ISPUSEMC,ordercode,numeric,type/Decimal,v.ispmasterorder,,
ISPUSEMC,income,varchar,type/Text,รหัสค่าใช้จ่าย,,
ISPUSEMC,vstdate,timestamp,type/DateTime,"ผู้ป่วยนอกจาก ovst.vstdate,t.ipt.indate",,
ISPUSEMC,vsttime,numeric,type/Decimal,"ผู้ป่วยนอกจาก  ovst.vsttime,t.ipt.intime",,
ISPUSEMC,cliniclct,numeric,type/Decimal,"เก็บ ward หน่วยงาน คลินิก จาก ผู้ป่วยนอก(ovst),ผู้ป่วยใน(ipt)",,
ISPUSEMC,computername,varchar,type/Text,ชื่อเครื่อง,,
ISPUSEMC,assambly,varchar,type/Text,รหัสเครื่องบันทึก,,
ISPUSEMC,computerlct,numeric,type/Decimal,รหัสหน่วยงานเครื่องที่บันทึก,,
ISPUSEMC,pttype,numeric,type/Decimal,รหัสกลุ่มสิทธิ์,,
ISPUSEMC,prvno,numeric,type/Decimal,ลำดับสิทธิ์,,
ISPUSEMC,pttypeext,varchar,type/Text,รหัสสิทธิ์,,
ISPUSEMC,ldateflag,numeric,type/Decimal,วันย้อนหลัง,,
ISPUSEMC,canceltext,varchar,type/Text,หมายเหตุ,,
LABEXM,labexm,numeric,type/Decimal,รหัสรายการตรวจ,,
LABEXM,labgrp,numeric,type/Decimal,รหัสประเภทการตรวจ,,
LABEXM,labgrptype,numeric,type/Decimal,รหัสประเภทกลุ่มการตรวจ,,
LABEXM,name,varchar,type/Text,ชื่อรายการตรวจ,,
LABEXM,hcode,varchar,type/Text,รหัสเดิม รพ.,,
LABEXM,abbrname,varchar,type/Text,ชื่อย่อ,,
LABEXM,name_en,varchar,type/Text,,,
LABEXM,minnrm,varchar,type/Text,ค่าพิกัด(Normal Range) ต่ำสุด,,
LABEXM,maxnrm,varchar,type/Text,ค่าพิกัด(Normal Range) สูงสุด,,
LABEXM,nrmunit,varchar,type/Text,หน่วยของพิกัด,,
LABEXM,labcntl,numeric,type/Decimal,ชนิดของผลการตรวจ,,
LABEXM,resultst,numeric,type/Decimal,การแสดงผลตรวจ,,
LABEXM,lprf,numeric,type/Decimal,ชุดรายการตรวจ,,
LABEXM,emrgncy,numeric,type/Decimal,เร่งด่วน,,
LABEXM,noemrgncy,numeric,type/Decimal,ไม่เร่งด่วน,,
LABEXM,intime,numeric,type/Decimal,ในเวลา,,
LABEXM,overtime,numeric,type/Decimal,นอกเวลา,,
LABEXM,stat,numeric,type/Decimal,stat,,
LABEXM,spcmcmnt,varchar,type/Text,วิธีการเก็บสิ่งส่งตรวจ,,
LABEXM,spcmcmntpicnm,varchar,type/Text,ชื่อรูปวิธีการตรวจ,,
LABEXM,labcmnt,varchar,type/Text,วิธีการตรวจ,,
LABEXM,ordercode,numeric,type/Decimal,รหัสค่าใช้จ่าย,,
LABEXM_CAT,labgrp,varchar,type/Text,,,
LABEXM_CAT,labexm,numeric,type/Decimal,,,
LABEXM_CAT,labexmspcm,numeric,type/Decimal,,,
LABEXM_CAT,tmlt,varchar,type/Text,,,
LABEXM_CAT,lccode,varchar,type/Text,,,
LABEXM_CAT,reimbprice,numeric,type/Decimal,,,
LABEXM_CAT,cscode,varchar,type/Text,,,
LABEXM_CAT,panel,varchar,type/Text,,,
LABEXM_CAT,lonic,varchar,type/Text,,,
LABEXMSPCM,labgrp,numeric,type/Decimal,รหัสประเภทงานรังสี,,
LABEXMSPCM,labexm,numeric,type/Decimal,รหัสรายการตรวจ,,
LABEXMSPCM,labspcm,numeric,type/Decimal,รหัสสิ่งส่งตรวจ,,
LABEXMSPCM,specseq,numeric,type/Decimal,ลำดับรายการ,,
LABEXMSPCM,autoflag,numeric,type/Decimal,แตกสิ่งส่งตรวจตามจำนวน(1ใช่ 2 อื่นๆ ไม่),,
LABEXMSPCM,contain,numeric,type/Decimal,รหัสภาชนะบรรจุ,,
LABEXMSPCM,containname,varchar,type/Text,ชื่อภาชนะบรรจุ,,
LABEXMSPCM,containdesc,varchar,type/Text,คำอธิบายเพิ่มเติม,,
LABEXMSPCM,qty,numeric,type/Decimal,จำนวนหลอด,,
LABEXMSPCM,useqty,numeric,type/Decimal,ขนาดที่ใช้ตรวจ,,
LABEXMSPCM,useflag,numeric,type/Decimal,ใช้รวม tube กับ test อื่นได้ 1=ใช้ 0 อื่นๆ =ไม่ใช้,,
LABEXMSPCM,lccode,varchar,type/Text,สำหรับ lab catalog,,
LABEXMSPCM,cscode,varchar,type/Text,สำหรับ lab catalog,,
LABEXMSPCM,tmlt,varchar,type/Text,สำหรับ lab catalog,,
LABEXMSPCM,lonic,varchar,type/Text,สำหรับ lab catalog,,
LABEXMSPCM,panel,varchar,type/Text,สำหรับ lab catalog,,
LABEXMSPCM,reimbprice,numeric,type/Decimal,สำหรับ lab catalog,,
LABGRP,labgrp,numeric,type/Decimal,รหัสประเภทการตรวจ,,
LABGRP,labgrptype,numeric,type/Decimal,รหัสกลุ่มประเภทการตรวจ,,
LABGRP,name,varchar,type/Text,ชื่อ,,
LABGRP,name_en,varchar,type/Text,ชื่ออังกฤษ,,
LABMEDICINE,medicine,numeric,type/Decimal,รหัส Antimicrobial Agents,,
LABMEDICINE,name,varchar,type/Text,ชื่อของ Antimicrobial Agents,,
LABMEDICINE,abbrname,varchar,type/Text,ชื่อย่อของ Antimicrobial Agents,,
LABMEDICINE,hcode,varchar,type/Text,รหัสเดิม,,
LABMEDICINE,unit,varchar,type/Text,จำนวน/หน่วย,,
LABMEDICINE,itemno,numeric,type/Decimal,,,
LABMEDICINE,bacteria,numeric,type/Decimal,,,
LABMEDICINE,mycobacterium,numeric,type/Decimal,,,
LABORGANISM_ITA,organism,numeric,type/Decimal,รหัสเชื้อจุลชีววิทยา,,
LABORGANISM_ITA,name1,varchar,type/Text,ชื่อเชื้อที่ 1,,
LABORGANISM_ITA,name1_flag,varchar,type/Text,"""Y"" เป็นชื่อเชื้อ space ไม่ใช่เชื้อ",,
LABORGANISM_ITA,name2,varchar,type/Text,ชื่อเชื้อที่ 2,,
LABORGANISM_ITA,name2_flag,varchar,type/Text,"""Y"" เป็นชื่อเชื้อ space ไม่ใช่เชื้อ",,
LABORGANISM_ITA,name3,varchar,type/Text,ชื่อเชื้อที่ 3,,
LABORGANISM_ITA,name3_flag,varchar,type/Text,"""Y"" เป็นชื่อเชื้อ space ไม่ใช่เชื้อ",,
LABORGANISM_ITA,hcode,varchar,type/Text,รหัสเดิม,,
LABORGANISM_ITA,bacteria,numeric,type/Decimal,,,
LABORGANISM_ITA,mycobacterium,numeric,type/Decimal,,,
LABORGANQTY_ITA,organqty,numeric,type/Decimal,รหัสปริมาณเชื้อ,,
LABORGANQTY_ITA,qty1,varchar,type/Text,ชื่อปริมาณเชื้อที่ 1,,
LABORGANQTY_ITA,qty1_flag,varchar,type/Text,"""Y"" เป็นชื่อเชื้อ space ไม่ใช่เชื้อ",,
LABORGANQTY_ITA,qty2,varchar,type/Text,ชื่อปริมาณเชื้อที่ 2,,
LABORGANQTY_ITA,qty2_flag,varchar,type/Text,"""Y"" เป็นชื่อเชื้อ space ไม่ใช่เชื้อ",,
LABORGANQTY_ITA,qty3,varchar,type/Text,ชื่อปริมาณเชื้อที่ 3,,
LABORGANQTY_ITA,qty3_flag,varchar,type/Text,"""Y"" เป็นชื่อเชื้อ space ไม่ใช่เชื้อ",,
LABORGANQTY_ITA,hcode,varchar,type/Text,รหัสเดิม,,
LABORTYPE,labortype,numeric,type/Decimal,รหัสวิธีการเจ็บครรภ์,,
LABORTYPE,name,varchar,type/Text,ชื่อวิธีการเจ็บครรภ์,,
LABORTYPE,name_en,varchar,type/Text,ชื่อวิธีการเจ็บครรภ์ (ภาษาอังกฤษ),,
LABSPCM,labspcm,numeric,type/Decimal,รหัสสิ่งส่งตรวจ,,
LABSPCM,labgrp,numeric,type/Decimal,รหัสประเภทการตรวจ,,
LABSPCM,name,varchar,type/Text,ชื่อ,,
LABSPCM,name_en,varchar,type/Text,ชื่ออังกฤษ,,
LABSPCM,hcode,varchar,type/Text,รหัสเดิมของรพ.,,
LCT,lct,numeric,type/Decimal,,,
LCT,prefix,varchar,type/Text,,,
LCT,name,varchar,type/Text,,,
LCT,dspname,varchar,type/Text,,,
LCT,abbrname,varchar,type/Text,,,
LCT,uplct,numeric,type/Decimal,,,
LCT,rmlct,numeric,type/Decimal,,,
LCT,hrlct,numeric,type/Decimal,แยกประเภทหน่วยงาน 1=ฝ่าย/กลุ่มงาน; 2=สาขา/งาน; 3=หน่วย,,
LCT,tel,varchar,type/Text,,,
LCT,var,varchar,type/Text,,,
LCT,code,varchar,type/Text,รหัส/ชื่อเครื่องคอมพิวเตอร์ ตามกลุ่มหน่วยงาน ,,
LCT,period,numeric,type/Decimal,,,
LCT,nhso,varchar,type/Text,,,
LCT,qnoflg,numeric,type/Decimal,Flag ลำดับที่ สำหรับใช้เรียงลำดับหน่วยงาน,,
LCT,vitaltype,numeric,type/Decimal,,,
LCT,oldname,varchar,type/Text,,,
LCT,name_en,varchar,type/Text,,,
LCT,side,numeric,type/Decimal,"รอบ/กลุ่มหน่วยงาน(1 = สามัญ, 2 = พิเศษ)",,
LCT,lctaddr_en,varchar,type/Text,,,
LCT,dspname_en,varchar,type/Text,,,
LCT,hcode,varchar,type/Text,,,
LCT,bcode,varchar,type/Text,,,
LCT,building,numeric,type/Decimal,,,
LCT,floor,numeric,type/Decimal,,,
LCT,lcttype,numeric,type/Decimal,,,
LCT,ucode,varchar,type/Text,,,
LCTTYPE,lcttype,numeric,type/Decimal,,,
LCTTYPE,name,varchar,type/Text,,,
LCTTYPE,name_en,varchar,type/Text,,,
LCTTYPE,var,varchar,type/Text,,,
LVST,hn,varchar,type/Text,เลขประจำตัวผู้ป่วย,,
LVST,lvstdate,timestamp,type/DateTime,วันที่ส่งตรวจ,,
LVST,lvsttime,numeric,type/Decimal,เวลาที่ส่งตรวจ,,
LVST,labgrp,numeric,type/Decimal,ประเภทการตรวจ,,
LVST,an,varchar,type/Text,เลขผู้ป่วยใน,,
LVST,lrfrlct,numeric,type/Decimal,หน่วยงานที่ส่งตรวจ,,
LVST,orfrlct,varchar,type/Text,ชื่อหน่วยงานภายนอกที่ส่งตรวจ,,
LVST,dct,numeric,type/Decimal,แพทย์ผู้ส่งตรวจ,,
LVST,rqtdate,timestamp,type/DateTime,วันที่ขอตรวจ,,
LVST,rqttime,numeric,type/Decimal,เวลาที่ขอตรวจ,,
LVST,lvstst,numeric,type/Decimal,สถานะการตรวจ,,
LVST,labstf,numeric,type/Decimal,ผู้ส่งตรวจ,,
LVST,ln,varchar,type/Text,Lab Number(Access Number),,
LVST,labno,numeric,type/Decimal,Lab Number (Request Number),,
LVST,lablct,numeric,type/Decimal,หน่วยงานห้องปฏิบัติการ,,
LVST,keepdate,timestamp,type/DateTime,วันที่เก็บสิ่งส่งตรวจ,,
LVST,keeptime,numeric,type/Decimal,เวลาที่เก็บสิ่งส่งตรวจ,,
LVST,lab_remark,numeric,type/Decimal,ประเภทการตรวจของปรสิตวิทยา 1 clinic 2 Extra 3 Repeat,,
LVSTEXM,hn,varchar,type/Text,เลขประจำตัวผู้ป่วย,,
LVSTEXM,lvstdate,timestamp,type/DateTime,วันที่ขอตรวจ,,
LVSTEXM,lvsttime,numeric,type/Decimal,เวลาที่ขอตรวจ,,
LVSTEXM,labgrp,numeric,type/Decimal,ประเภทการตรวจ,,
LVSTEXM,labexm,numeric,type/Decimal,รหัสรายการตรวจ,,
LVSTEXM,itemno,numeric,type/Decimal,ลำดับรายการตรวจ,,
LVSTEXM,result,varchar,type/Text,ผลการตรวจ,,
LVSTEXM,minnrm,varchar,type/Text,ค่าพิกัดต่ำสุด,,
LVSTEXM,maxnrm,varchar,type/Text,ค่าพิกัดสูงสุด,,
LVSTEXM,nrmunit,varchar,type/Text,หน่วยของพิกัด,,
LVSTEXM,an,varchar,type/Text,เลขที่ผู้ป่วยใน,,
LVSTEXM,ln,varchar,type/Text,Lab Number(Access Number),,
LVSTEXM,lablct,numeric,type/Decimal,หน่วยงานที่ตรวจlab,,
LVSTEXM,labstf,numeric,type/Decimal,เจ้าหน้าที่ผู้ส่งตรวจ,,
LVSTEXM,labspcm,numeric,type/Decimal,รหัสสิ่งส่งตรวจ,,
LVSTEXM,spcmdate,timestamp,type/DateTime,วันที่รับสิ่งส่งตรวจ,,
LVSTEXM,spcmtime,numeric,type/Decimal,เวลาที่รับสิ่งส่งตรวจ,,
LVSTEXM,spcmstf,numeric,type/Decimal,เจ้าหน้าที่ผู้รับสิ่งส่งตรวจ,,
LVSTEXM,spcmqty,numeric,type/Decimal,จำนวนสิ่งส่งตรวจ,,
LVSTEXM,spcmunit,varchar,type/Text,หน่วยสิ่งส่งตรวจ,,
LVSTEXM,rsltdate,timestamp,type/DateTime,วันที่ออกผลการตรวจ,,
LVSTEXM,rslttime,numeric,type/Decimal,เวลาที่ออกผลการตรวจ,,
LVSTEXM,rsltstf,numeric,type/Decimal,เจ้าหน้าที่ผู้ออกผลการตรวจ,,
LVSTEXM,rsltlisflg,numeric,type/Decimal,ผลมาจาก lis (1 yes 2 No),,
LVSTEXM,cnfmdate,timestamp,type/DateTime,วันที่ยืนยันผลการตรวจ,,
LVSTEXM,cnfmtime,numeric,type/Decimal,เวลาที่ยืนยันผลการตรวจ,,
LVSTEXM,cnfmstf,numeric,type/Decimal,รหัสผู้ยืนยันผลการตรวจ,,
LVSTEXM,lprf,numeric,type/Decimal,รหัสชุดรายการตรวจ,,
LVSTEXM,labno,numeric,type/Decimal,Lab Number (Request Number),,
LVSTEXM,conf_flag,varchar,type/Text,"ปกปิดผล Y ปกปิด P- Positive(HIV,Viral lord)",,
LVSTEXM,abnormal_flag,varchar,type/Text,"ความผิดปกติของผลการตรวจ N - NORMAL,        - ABNORMAL U - UPPER, L  - LOWER",,
LVSTEXM,noteshow_flag,numeric,type/Decimal,"แสดงหมายเหตุให้หน่วยงานภายนอกเห็น 1 แสดง 2, ไม่แสดง",,
LVSTEXM,note_rslt,varchar,type/Text,หมายเหตุ(ผลการตรวจ),,
LVSTEXM,organ,numeric,type/Decimal,อวัยวะ,,
LVSTEXMBAC1,labgrp,numeric,type/Decimal,รหัสประเภทการตรวจ,,
LVSTEXMBAC1,labno,numeric,type/Decimal,เลข Labno,,
LVSTEXMBAC1,labexm,numeric,type/Decimal,รหัสรายการตรวจ,,
LVSTEXMBAC1,seqno,numeric,type/Decimal,ลำดับที่,,
LVSTEXMBAC1,organism,numeric,type/Decimal,รหัสเชื้อ,,
LVSTEXMBAC1,organqty,numeric,type/Decimal,รหัสปริมาณเชื้อ,,
LVSTEXMBAC1,profile,numeric,type/Decimal,Susceptibility test profile,,
LVSTEXMBAC1,finalflag,varchar,type/Text,Y - สิ้นสุดการรอคอย P -Protivinary  F - Final,,
LVSTEXMBAC2,labgrp,numeric,type/Decimal,รหัสประเภทการตรวจ,,
LVSTEXMBAC2,labno,numeric,type/Decimal,เลข Labno,,
LVSTEXMBAC2,labexm,numeric,type/Decimal,รหัสรายการตรวจ,,
LVSTEXMBAC2,seqno,numeric,type/Decimal,ลำดับที่,,
LVSTEXMBAC2,lmedicine,numeric,type/Decimal,รหัส Antimicrobial Agents,,
LVSTEXMBAC2,cmed_int,varchar,type/Text,S - SENSITIVE  I - INTERMEDIATE R - RESISTANT,,
LVSTEXMBAC2,mic,varchar,type/Text,ค่า mic,,
MALE,male,numeric,type/Decimal,รหัสเพศ,,
MALE,name,varchar,type/Text,เพศ,,
MALE,name_en,varchar,type/Text,เพศ (ภาษาอังกฤษ),,
MASTERORDER,ordercode,numeric,type/Decimal,เลขอ้างอิงค่าใช้จ่าย,,
MASTERORDER,ordertype,numeric,type/Decimal,ประเภทค่ารักษา,,
MASTERORDER,name,varchar,type/Text,ชื่อ,,
MASTERORDER,name_en,varchar,type/Text,ชื่อภาษาอังกฤษ,,
MASTERORDER,income,varchar,type/Text,รหัสช่วยคีย์ ค่ารักษา  (c_charge เดิมของ รพ.),,
MASTERORDER,incomem,numeric,type/Decimal,รหัสค่าใช้จ่ายสำหรับยาและเวชภัณฑ์,,
MASTERORDER,incgrp,numeric,type/Decimal,ประเภทค่ารักษา,,
MASTERORDER,lct,numeric,type/Decimal,ภาควิชา/หน่วยงาน,,
MASTERORDER,unitcount,numeric,type/Decimal,หน่วยนับ,,
MASTERORDER,csmbs,varchar,type/Text,รหัสเบิกกรมบัญชีกลาง,,
MASTERORDER,csmbsoth,varchar,type/Text,รหัสเบิกกรมบัญชีกลางเพิ่มเติม,,
MASTERORDER,nhso,varchar,type/Text,รหัสเบิก สปสช.,,
MASTERORDER,ssno,varchar,type/Text,รหัสเบิกประกันสังคม,,
MASTERORDER,hcode,float8,type/Float,,,
MASTERORDER,var,varchar,type/Text,ตัวระบุเงื่อนไขเพิ่มเติม,,
MASTERORDER,cancelst,numeric,type/Decimal,สถานะการลบข้อมูล 0:ใช้งาน; 1:ยกเลิก,,
MASTERSALE,ordercode,numeric,type/Decimal,เลขอ้างอิงค่าใช้จ่าย,,
MASTERSALE,effdate,timestamp,type/DateTime,วันที่เริ่มกำหนดราคา,,
MASTERSALE,salerate,numeric,type/Decimal,ราคา,,
MASTERSALE,rfndopd,numeric,type/Decimal,จำนวนเงินเบิกได้ผู้ป่วยนอก,,
MASTERSALE,rfndipd,numeric,type/Decimal,จำนวนเงินเบิกได้ผู้ป่วยใน,,
MASTERSALE,setcost,numeric,type/Decimal,จำนวนเงินที่บวกเพิ่ม,,
MASTERSALE,unitcost,numeric,type/Decimal,ราคต่อหน่วย/ แพ็ค,,
MASTERSALE,costrate,numeric,type/Decimal,ราคาต้นทุนของหน่วยย่อย,,
MASTERSALE,minrate,numeric,type/Decimal,ราคาเริ่มต้น,,
MASTERSALE,maxrate,numeric,type/Decimal,ราคาสูงสุด,,
MASTERSALE,clinicflag,varchar,type/Text,,,
MASTERSALE,spclinicflag,varchar,type/Text,,,
MASTERSALE,pricespc,numeric,type/Decimal,,,
MASTERSALE,priceremit,numeric,type/Decimal,จำนวนเงินส่วนเกินที่คิดเพิ่มอีกรหัส,,
MASTERSALE,ordercodereim,numeric,type/Decimal,รหัสค่าใช้จ่ายร่วม,,
MASTERSALE,rightflag,numeric,type/Decimal,,,
MASTERSALE,lcsetcost,numeric,type/Decimal,,,
MASTERSALE,mcsetcost,numeric,type/Decimal,,,
MASTERSALE,ccsetcost,numeric,type/Decimal,,,
MASTERSALE,cancelst,numeric,type/Decimal,สถานะการลบข้อมูล 0:ใช้งาน; 1:ยกเลิก,,
MEDCURE,medcure,numeric,type/Decimal,รหัสการเก็บรักษา,,
MEDCURE,name,varchar,type/Text,การเก็บรักษา,,
MEDCURE,var,varchar,type/Text,คำอ้างอิง,,
MEDFORM,medform,numeric,type/Decimal,รหัสรูปแบบเวชภัณฑ์,,
MEDFORM,name,varchar,type/Text,รูปแบบเวชภัณฑ์,,
MEDFORM,var,varchar,type/Text,คำอ้างอิง,,
MEDFORM,medformgrp,numeric,type/Decimal,รหัสกลุ่มรูปแบบเวชภัณฑ์,,
MEDFORM,hcode,varchar,type/Text,รหัสเดิมของ รพ.,,
MEDGENERIC,generic,numeric,type/Decimal,รหัส Generic Name,,
MEDGENERIC,name,varchar,type/Text,ชื่อ Generic Name,,
MEDGENERIC,name_en,varchar,type/Text,ชื่อภาษาอังกฤษ,,
MEDGENERIC,hcode,varchar,type/Text,รหัสเดิมของ รพ.,,
MEDGENERIC,name_th,varchar,type/Text,ชื่อ Generic Name ภาษาไทย,,
MEDITEMDIS,meditem,numeric,type/Decimal,รหัสรายการยาและเวชภัณฑ์ (SPharm),,
MEDITEMDIS,medcode,varchar,type/Text,รหัสยา (CODE),,
MEDITEMDIS,medname,varchar,type/Text,ชื่อยา/เวชภัณฑ์,,
MEDITEMDIS,chemname,varchar,type/Text,ชื่อทางเคมี,,
MEDITEMDIS,prscname,varchar,type/Text,ชื่อสั่งยา,,
MEDITEMDIS,tradename,varchar,type/Text,ชื่อการค้า,,
MEDITEMDIS,brandname,numeric,type/Decimal,รหัสยี่ห้อ,,
MEDITEMDIS,strength,varchar,type/Text,ความแรง,,
MEDITEMDIS,strengthunit,numeric,type/Decimal,หน่วยความแรง,,
MEDITEMDIS,volumeinstrength,numeric,type/Decimal,ปริมาตร,,
MEDITEMDIS,volumeunit,numeric,type/Decimal,หน่วยปริมาตร,,
MEDITEMDIS,medform,numeric,type/Decimal,รหัสรูปแบบเวชภัณฑ์,,
MEDITEMDIS,extend,varchar,type/Text,ส่วนเพิ่มเติม,,
MEDITEMDIS,realmeditem,numeric,type/Decimal,รหัสที่ตัด Stock,,
MEDITEMDIS,ndc24,varchar,type/Text,รหัสยา 24 หลัก,,
MEDITEMDIS,tmtid,varchar,type/Text,รหัส TPUCode ของ TMT,,
MEDITEMDIS,phmdlr,numeric,type/Decimal,รหัสบริษัทผู้จำหน่าย,,
MEDITEMDIS,phmimp,numeric,type/Decimal,รหัสบริษัทผู้นำเข้า,,
MEDITEMDIS,medacctype,numeric,type/Decimal,รหัสบัญชียา,,
MEDITEMDIS,bdgtype,numeric,type/Decimal,ประเภทเงิน (1=งบฯ 2=ทว. 3=ทั้งคู่),,
MEDITEMDIS,rgtdate,timestamp,type/DateTime,วันที่สร้างทะเบียน,,
MEDITEMDIS,nopricecls,numeric,type/Decimal,ส่งไปรษณีย์ไม่ได้,,
MEDITEMDIS,medproj,numeric,type/Decimal,รหัสยากลุ่มพิเศษ,,
MEDITEMDIS,medusetype,varchar,type/Text,รหัสวิธีบริหารยา,,
MEDITEMDIS,meduseqty,varchar,type/Text,รหัสจำนวน/ปริมาณที่ใช้,,
MEDITEMDIS,meduseunit,numeric,type/Decimal,รหัสหน่วยการใช้,,
MEDITEMDIS,medusetime,varchar,type/Text,รหัสความถี่ในการใช้ยา,,
MEDITEMDIS,medlblhlp1,varchar,type/Text,รหัสฉลากช่วย 1,,
MEDITEMDIS,medlblhlp2,varchar,type/Text,รหัสฉลากช่วย 2,,
MEDITEMDIS,medsymptom,varchar,type/Text,รหัสโรคหรืออาการ,,
MEDITEMDIS,medlblspcl,varchar,type/Text,ฉลากพิเศษ (ไทย),,
MEDITEMDIS,medlblspclen,varchar,type/Text,ฉลากพิเศษ (English),,
MEDITEMDIS,printnmth,varchar,type/Text,ชื่อยาภาษาไทย,,
MEDITEMDIS,medouthosp,numeric,type/Decimal,เป็นยานอกโรงพยาบาล (1=ยานอกรพ.),,
MEDITEMDIS,medgrpprice,numeric,type/Decimal,รหัสกลุ่มราคายา,,
MEDITEMDIS,originalflg,numeric,type/Decimal,เป็นยา Original หรือไม่ (1=เป็นยา Original),,
MEDITEMGNR,meditem,numeric,type/Decimal,รหัสรายการยา/เวชภัณฑ์,,
MEDITEMGNR,generic,numeric,type/Decimal,รหัสชื่อสามัญทางยา,,
MEDITEMGNR,itemno,numeric,type/Decimal,ลำดับที่,,
MEDITEMGNR,strength,varchar,type/Text,ความแรง,,
MEDITEMGNR,strengthunit,numeric,type/Decimal,หน่วยความแรง,,
MEDITEMGNR,medper,varchar,type/Text,ปริมาณ,,
MEDITEMGNR,medperunit,numeric,type/Decimal,หน่วยปริมาณ,,
MEDITEMPHM,mphmlct,numeric,type/Decimal,รหัสคลังยา/เวชภัณฑ์,,
MEDITEMPHM,meditem,numeric,type/Decimal,รหัสรายการยา/เวชภัณฑ์,,
MEDITEMPHM,packseq,numeric,type/Decimal,ลำดับ Pack Seq.,,
MEDITEMPHM,minorder,numeric,type/Decimal,จำนวนขั้นต่ำที่เบิก,,
MEDITEMPHM,medstktype,numeric,type/Decimal,รหัสสูตรอัตราการใช้,,
MEDITEMPHM,stockcaltype,numeric,type/Decimal,"วิธีการคำนวณอัตราการใช้ 0 = อัตราการใช้, 1 = กำหนดเอง",,
MEDITEMPHM,stockmaxday,numeric,type/Decimal,จำนวนวันสูงสุด,,
MEDITEMPHM,stockmaxqty,numeric,type/Decimal,ปริมาณสูงสุด,,
