table_name,column_name,database_type,base_type,comment,is_pk,pk_confidence,pk_reason,is_fk,fk_targets,join_peers,join_dict,join_warning
IPTSUMDCT,drg,numeric,type/Decimal,DRG,0,,,0,,,[],
IPTSUMDCT,rw,numeric,type/Decimal,RW,0,,,0,,,[],
IPTSUMDCT,adjrw,numeric,type/Decimal,AdjRw,0,,,0,,,[],
IPTSUMDCT,drgrate,numeric,type/Decimal,อัตราการคำนวณ DRG,0,,,0,,,[],
IPTSUMDCT,mdc,varchar,type/Text,MDC,0,,,0,,,[],
IPTSUMDCT,err,numeric,type/Decimal,ERR,0,,,0,,,[],
IPTSUMDCT,warn,numeric,type/Decimal,WARN,0,,,0,,,[],
IPTSUMDCT,result,varchar,type/Text,RESULT,0,,,0,,,[],
IPTSUMDCT,ot,numeric,type/Decimal,OT,0,,,0,,,[],
IPTSUMDCT,wtlos,numeric,type/Decimal,WTLOS,0,,,0,,,[],
IPTSUMDCT,drgversion,varchar,type/Text,คำนวณ DRG Version,0,,,0,,,[],
IPTSUMDIAG,an,varchar,type/Text,หมายเลขประจำตัวผู้ป่วยใน,0,,,1,IPT.an(high:universal),IPT.an,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""an"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
IPTSUMDIAG,diagorder,numeric,type/Decimal,ลำดับที่ของข้อมูล,0,,,0,,,[],
IPTSUMDIAG,diagtype,numeric,type/Decimal,รหัสความสำคัญของโรค,0,,,1,DIAGTYPE.diagtype(high:table match),DIAGTYPE.diagtype,"[{""dir"": ""out"", ""to_table"": ""DIAGTYPE"", ""to_column"": ""diagtype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMDIAG,itemno,numeric,type/Decimal,ลำดับ,0,,,0,,,[],
IPTSUMDIAG,icd10,varchar,type/Text,รหัส ICD10,0,,,1,ICD10.icd10(high:table match),ICD10.icd10,"[{""dir"": ""out"", ""to_table"": ""ICD10"", ""to_column"": ""icd10"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMDIAG,diagexttype,numeric,type/Decimal,รหัสประเภทของข้อมูล External Cause,0,,,0,,,[],
IPTSUMDIAG,spclty,numeric,type/Decimal,รหัสภาควิชา/สาขา,0,,,1,SPCLTY.spclty(high:table match),SPCLTY.spclty,"[{""dir"": ""out"", ""to_table"": ""SPCLTY"", ""to_column"": ""spclty"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMMARY,an,varchar,type/Text,หมายเลขประจำตัวผู้ป่วยใน,0,,,1,IPT.an(high:universal),IPT.an,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""an"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
IPTSUMMARY,hn,varchar,type/Text,เลขที่ผู้ป่วยนอก,0,,,1,PT.hn(high:universal),PT.hn,"[{""dir"": ""out"", ""to_table"": ""PT"", ""to_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
IPTSUMMARY,birthorder,numeric,type/Decimal,ลำดับที่ในการคลอด,0,,,0,,,[],
IPTSUMMARY,times,numeric,type/Decimal,ครั้งที่ Admit,0,,,0,,,[],
IPTSUMMARY,iptsumtype,numeric,type/Decimal,รหัสประเภทสรุปผู้ป่วย,0,,,0,,,[],
IPTSUMMARY,motheran,numeric,type/Decimal,หมายเลขประจำตัวผู้ป่วยในของมารดา,0,,,0,,,[],
IPTSUMMARY,dentdct,numeric,type/Decimal,แพทย์ Resident,0,,,0,,,[],
IPTSUMMARY,staffdct,numeric,type/Decimal,แพทย์ Staff,0,,,0,,,[],
IPTSUMMARY,indate,timestamp,type/DateTime,วันที่ลงทะเบียนผู้ป่วยใน,0,,,0,,,[],
IPTSUMMARY,intime,numeric,type/Decimal,เวลาลงทะเบียนผู้ป่วยใน,0,,,0,,,[],
IPTSUMMARY,dchdate,timestamp,type/DateTime,วันที่จำหน่ายผู้ป่วย,0,,,0,,,[],
IPTSUMMARY,dchtime,numeric,type/Decimal,เวลาจำหน่ายผู้ป่วย,0,,,0,,,[],
IPTSUMMARY,ageadm,numeric,type/Decimal,อายุขณะที่รับเป็นผู้ป่วยใน,0,,,0,,,[],
IPTSUMMARY,ageadmflag,varchar,type/Text,"หน่วยของอายุขณะที่รับ (ว = วัน , ด = เดือน , ป = ปี)",0,,,0,,,[],
IPTSUMMARY,agedisc,numeric,type/Decimal,อายุขณะที่ทำการจำหน่ายผู้ป่วยใน,0,,,0,,,[],
IPTSUMMARY,agediscflag,varchar,type/Text,"หน่วยของอายุขณะที่จำหน่าย (ว = วัน , ด = เดือน , ป = ปี)",0,,,0,,,[],
IPTSUMMARY,dlos,numeric,type/Decimal,จำนวนวันที่ผู้ป่วยพักรักษาในโรงพยาบาล,0,,,0,,,[],
IPTSUMMARY,hlos,numeric,type/Decimal,จำนวนชั่วโมงที่ผู้ป่วยพักรักษาในโรงพยาบาล,0,,,0,,,[],
IPTSUMMARY,dchtype,numeric,type/Decimal,รหัสประเภทการจำหน่ายผู้ป่วยใน,0,,,1,DCHTYPE.dchtype(high:table match),DCHTYPE.dchtype,"[{""dir"": ""out"", ""to_table"": ""DCHTYPE"", ""to_column"": ""dchtype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMMARY,dchst,numeric,type/Decimal,รหัสสถานะการจำหน่ายผู้ป่วยใน,0,,,1,DCHST.dchst(high:table match),DCHST.dchst,"[{""dir"": ""out"", ""to_table"": ""DCHST"", ""to_column"": ""dchst"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMMARY,diagdeath,varchar,type/Text,รหัสโรคที่เป็นสาเหตุการเสียชีวิต (ICD-10),0,,,0,,,[],
IPTSUMMARY,spclty,numeric,type/Decimal,รหัสภาควิชา/สาขา,0,,,1,SPCLTY.spclty(high:table match),SPCLTY.spclty,"[{""dir"": ""out"", ""to_table"": ""SPCLTY"", ""to_column"": ""spclty"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMMARY,ward,numeric,type/Decimal,รหัสหอผู้ป่วย,0,,,1,WARD.ward(high:table match),WARD.ward,"[{""dir"": ""out"", ""to_table"": ""WARD"", ""to_column"": ""ward"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMMARY,gravidity,numeric,type/Decimal,จำนวนครั้งของการตั้งครรภ์,0,,,0,,,[],
IPTSUMMARY,parity,numeric,type/Decimal,จำนวนครรภ์ที่คลอด,0,,,0,,,[],
IPTSUMMARY,livchild,numeric,type/Decimal,จำนวนบุตรที่มีชีวิตอยู่ (Living Children),0,,,0,,,[],
IPTSUMMARY,numberinfant,numeric,type/Decimal,จำนวนเด็กที่คลอดในการคลอดหนึ่งครั้ง,0,,,0,,,[],
IPTSUMMARY,numberbh,numeric,type/Decimal,จำนวนเด็กที่เกิดในโรงพยาบาล,0,,,0,,,[],
IPTSUMMARY,vdrltest,numeric,type/Decimal,รหัสผลการตรวจ VDRL,0,,,0,,,[],
IPTSUMMARY,tphatest,numeric,type/Decimal,รหัสผลการตรวจ TPHA,0,,,1,TPHATEST.tphatest(high:table match),TPHATEST.tphatest,"[{""dir"": ""out"", ""to_table"": ""TPHATEST"", ""to_column"": ""tphatest"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMMARY,hbsagtest,numeric,type/Decimal,รหัสผลการตรวจ Hbsag,0,,,0,,,[],
IPTSUMMARY,precautionflag,numeric,type/Decimal,ตัวบ่งชี้ว่าเป็นผู้ป่วย Precaution,0,,,0,,,[],
IPTSUMMARY,obsadmittype,numeric,type/Decimal,สถานภาพผู้ป่วยคลอด ก่อนรับเป็นผู้ป่วยใน,0,,,0,,,[],
IPTSUMMARY,obsdchtype,numeric,type/Decimal,สถานภาพผู้ป่วยคลอด หลังจากการจำหน่าย,0,,,0,,,[],
IPTSUMMARY,placedelivery,numeric,type/Decimal,รหัสสถานที่เกิดของเด็ก,0,,,0,,,[],
IPTSUMMARY,infbirthtype,numeric,type/Decimal,รหัสลักษณะการเกิด,0,,,0,,,[],
IPTSUMMARY,infdchtype,numeric,type/Decimal,รหัสการจำหน่ายเด็กแรกเกิด,0,,,0,,,[],
IPTSUMMARY,clinically,numeric,type/Decimal,รหัสลักษณะของเด็กแรกเกิด,0,,,0,,,[],
IPTSUMMARY,obsposition,numeric,type/Decimal,รหัสท่าที่ใช้ในการคลอด,0,,,0,,,[],
IPTSUMMARY,labortype,numeric,type/Decimal,รหัสวิธีการเจ็บครรภ์,0,,,1,LABORTYPE.labortype(high:table match),LABORTYPE.labortype,"[{""dir"": ""out"", ""to_table"": ""LABORTYPE"", ""to_column"": ""labortype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMMARY,perinealtear,numeric,type/Decimal,รหัสขนาดของฝีเย็บ (Perineal Tear),0,,,0,,,[],
IPTSUMMARY,mucosatear,numeric,type/Decimal,ลักษณะรอยฉีกขาดของช่องคลอด (Mucosa) (1=มีรอยฉีกขาด),0,,,0,,,[],
IPTSUMMARY,fornixtear,numeric,type/Decimal,ลักษณะรอยฉีกขาดของช่องคลอด (Fornix) (1=มีรอยฉีกขาด),0,,,0,,,[],
IPTSUMMARY,cervixtear,numeric,type/Decimal,ลักษณะรอยฉีกขาดของช่องคลอด (Cervix) (1=มีรอยฉีกขาด),0,,,0,,,[],
IPTSUMMARY,rectaltear,numeric,type/Decimal,ลักษณะรอยฉีกขาดของช่องคลอด (Rectal) (1=มีรอยฉีกขาด),0,,,0,,,[],
IPTSUMMARY,episiotomyflag,numeric,type/Decimal,ตัวบ่งชี้ว่ามีการตัด (1=มีผ่าตัด),0,,,0,,,[],
IPTSUMMARY,tubalflag,numeric,type/Decimal,ตัวบ่งชี้ว่ามีการทำหมัน (1=ทำหมัน),0,,,0,,,[],
IPTSUMMARY,anc,numeric,type/Decimal,ตัวบ่งชี้ว่าผู้ป่วยมีการฝากครรภ์,0,,,0,,,[],
IPTSUMMARY,noanc,numeric,type/Decimal,จำนวนการฝากครรภ์,0,,,0,,,[],
IPTSUMMARY,normaldelivery,numeric,type/Decimal,ตัวบ่งชี้ว่าคลอดปกติ,0,,,0,,,[],
IPTSUMMARY,gestation,numeric,type/Decimal,ระยะเวลาตั้งครรภ์ (หน่วยเป็นสัปดาห์),0,,,0,,,[],
IPTSUMMARY,drg,numeric,type/Decimal,DRG,0,,,0,,,[],
IPTSUMMARY,rw,numeric,type/Decimal,RW,0,,,0,,,[],
IPTSUMMARY,adjrw,numeric,type/Decimal,AdjRw,0,,,0,,,[],
IPTSUMMARY,drgrate,numeric,type/Decimal,อัตราการคำนวณ DRG,0,,,0,,,[],
IPTSUMMARY,mdc,varchar,type/Text,MDC,0,,,0,,,[],
IPTSUMMARY,err,numeric,type/Decimal,ERR,0,,,0,,,[],
IPTSUMMARY,warn,numeric,type/Decimal,WARN,0,,,0,,,[],
IPTSUMMARY,result,varchar,type/Text,RESULT,0,,,0,,,[],
IPTSUMMARY,ot,numeric,type/Decimal,OT,0,,,0,,,[],
IPTSUMMARY,wtlos,numeric,type/Decimal,WTLOS,0,,,0,,,[],
IPTSUMMARY,drgversion,varchar,type/Text,คำนวณ DRG Version,0,,,0,,,[],
IPTSUMMARY,auditstf,numeric,type/Decimal,ผู้ที่ AUDIT,0,,,0,,,[],
IPTSUMMARY,auditdate,timestamp,type/DateTime,วันที่ AUDIT,0,,,0,,,[],
IPTSUMMARY,audittime,numeric,type/Decimal,เวลาที่ AUDIT,0,,,0,,,[],
IPTSUMOPRT,an,varchar,type/Text,หมายเลขประจำตัวผู้ป่วยใน,0,,,1,IPT.an(high:universal),IPT.an,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""an"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
IPTSUMOPRT,diagorder,numeric,type/Decimal,ลำดับที่ของข้อมูล,0,,,0,,,[],
IPTSUMOPRT,itemno,numeric,type/Decimal,ลำดับ,0,,,0,,,[],
IPTSUMOPRT,icd9cm,varchar,type/Text,รหัส ICD9CM,0,,,1,ICD9CM.icd9cm(high:table match),ICD9CM.icd9cm,"[{""dir"": ""out"", ""to_table"": ""ICD9CM"", ""to_column"": ""icd9cm"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
IPTSUMOPRT,oprtpst,numeric,type/Decimal,ตำแหน่งที่ทำหัตถการ,0,,,0,,,[],
IPTSUMOPRT,oprtcnt,numeric,type/Decimal,ครั้งที่ทำหัตถการ,0,,,0,,,[],
IPTSUMOPRT,oprtside,numeric,type/Decimal,"รหัสตำแหน่งของอวัยวะที่ผ่าตัด
null = ไม่มี
L = Left
R = Right
B = Both",0,,,0,,,[],
IPTSUMOPRT,oprtstf,numeric,type/Decimal,รหัสผู้ทำหัตถการ,0,,,0,,,[],
IPTSUMOPRT,orflag,numeric,type/Decimal,"หัตถการห้องผ่าตัด
null = ไม่ระบุ
0 = ไม่ใช่หัตถการห้องผ่าตัด
1 = หัตถการห้องผ่าตัด",0,,,0,,,[],
IPTSUMOPRT,sndout,numeric,type/Decimal,"ส่งนอก รพ. (1 = ส่งนอก รพ.)
null = ไม่ระบุ
0 = ใน รพ.
1 = ส่งนอก รพ.",0,,,0,,,[],
IPTSUMOPRT,indate,timestamp,type/DateTime,วันที่เริ่มทำหัตถการ,0,,,0,,,[],
IPTSUMOPRT,intime,numeric,type/Decimal,เวลาที่เริ่มทำหัตถการ,0,,,0,,,[],
IPTSUMOPRT,outdate,timestamp,type/DateTime,วันที่ผ่าตัดเสร็จ,0,,,0,,,[],
IPTSUMOPRT,outtime,numeric,type/Decimal,เวลาที่ผ่าตัดเสร็จ,0,,,0,,,[],
ISPMCREC,ispmcrecno,numeric,type/Decimal,เลขที่ลงทะเบียนรับ,0,,,0,,,[],
ISPMCREC,ispmcrecdate,timestamp,type/DateTime,วันที่ลงทะเบียน,0,,,0,,,[],
ISPMCREC,ispmclct,numeric,type/Decimal,รหัสของหน่วยงานงานที่ส่งซ่อม,0,,,0,,,[],
ISPMCREC,ispgrp,numeric,type/Decimal,รหัสประเภท,0,,,0,,,[],
ISPMCREC,isptype,numeric,type/Decimal,รหัสชื่อเครื่องมือแพทย์,0,,,1,ISPTYPE.isptype(high:table match),ISPTYPE.isptype,"[{""dir"": ""out"", ""to_table"": ""ISPTYPE"", ""to_column"": ""isptype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
ISPMCREC,ispbrand,numeric,type/Decimal,รหัสยี่ห้อ,0,,,0,,,[],
ISPMCREC,model,varchar,type/Text,รุ่น,0,,,0,,,[],
ISPMCREC,design,varchar,type/Text,แบบ,0,,,0,,,[],
ISPMCREC,feature,varchar,type/Text,คุณลักษณะ,0,,,0,,,[],
ISPMCREC,sno,varchar,type/Text,เลขที่ใบตรวจรับ,0,,,0,,,[],
ISPMCREC,appno,varchar,type/Text,เลขที่ขอซื้อ/จ้าง,0,,,0,,,[],
ISPMCREC,qty,numeric,type/Decimal,จำนวนสั่งซื้อ,0,,,0,,,[],
ISPMCREC,ispunit,numeric,type/Decimal,หน่วย(view ispunit),0,,,0,,,[],
ISPMCREC,price,numeric,type/Decimal,ราคา/หน่วย,0,,,0,,,[],
ISPMCREC,tprice,numeric,type/Decimal,ราคารวม,0,,,0,,,[],
ISPMCREC,orddate,timestamp,type/DateTime,วันที่ขอซื้อ/จ้าง,0,,,0,,,[],
ISPMCREC,recdate,timestamp,type/DateTime,วันที่ตรวจรับ,0,,,0,,,[],
ISPMCREC,yearbudget,numeric,type/Decimal,ปีงบประมาณ,0,,,0,,,[],
ISPMCREC,ispbudget,numeric,type/Decimal,รหัสประเภทงบประมาณ,0,,,0,,,[],
ISPMCREC,insureyear,numeric,type/Decimal,การรับประกัน(ปี),0,,,0,,,[],
ISPMCREC,insuredate,timestamp,type/DateTime,วันที่สิ้นสุดรับประกัน,0,,,0,,,[],
ISPMCREC,mtdget,numeric,type/Decimal,วิธีการได้มา 1=จัดซื้อ 2=บริจาค 3=แถมฟรี,0,,,0,,,[],
ISPMCREC,madate,timestamp,type/DateTime,วันที่ ma,0,,,0,,,[],
ISPMCREC,pano,varchar,type/Text,pa,0,,,0,,,[],
ISPMCREC,pono,varchar,type/Text,po ไม่ใช้  ใช้ appno,0,,,0,,,[],
ISPMCREC,cnno,varchar,type/Text,cn ไม่ใช้  ใช้ appno,0,,,0,,,[],
ISPMCREC,chkinsure,numeric,type/Decimal,1= รับประกันตลอดอายุการใช้งาน,0,,,0,,,[],
ISPMCREC,remark,varchar,type/Text,หมายเหตุ,0,,,0,,,[],
ISPMCREC,mainst,numeric,type/Decimal,เครื่องหลัก =1 /เครื่องย่อย=2,0,,,0,,,[],
ISPMCREC,mispmcrecno,numeric,type/Decimal,เลขลงทะเบียนเครื่องหลัก,0,,,0,,,[],
ISPTYPE,isptype,numeric,type/Decimal,รหัสชื่อเครื่องมือแพทย์,1,high,target_of_table_match,0,,ISPMCREC.isptype; ISPUSEMC.isptype,"[{""dir"": ""in"", ""from_table"": ""ISPMCREC"", ""from_column"": ""isptype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""ISPUSEMC"", ""from_column"": ""isptype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
ISPTYPE,nameeng,varchar,type/Text,ชื่อเครื่องมือแพทย์ eng,0,,,0,,,[],
ISPTYPE,nametha,varchar,type/Text,ชื่อเครื่องมือแพทย์ไทย,0,,,0,,,[],
ISPTYPE,var,varchar,type/Text,รหัสดัชนี,0,,,0,,,[],
ISPTYPE,ispgrp,numeric,type/Decimal,รหัสประเภท,0,,,0,,,[],
ISPTYPE,durable_code,varchar,type/Text,รหัสเดิม,0,,,0,,,[],
ISPTYPE,ispunit,numeric,type/Decimal,หน่วย,0,,,0,,,[],
ISPUSEMC,hn,varchar,type/Text,รหัสผู้ป่วย,0,,,1,PT.hn(high:universal),PT.hn,"[{""dir"": ""out"", ""to_table"": ""PT"", ""to_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
ISPUSEMC,ispusedate,timestamp,type/DateTime,วันที่เปิด,0,,,0,,,[],
ISPUSEMC,isplct,numeric,type/Decimal,หน่วยงาน,0,,,0,,,[],
ISPUSEMC,ispusetime,numeric,type/Decimal,เวลาที่เปิด,0,,,0,,,[],
ISPUSEMC,an,varchar,type/Text,เก็บผู้ป่วยใน (ipt),0,,,1,IPT.an(high:universal),IPT.an,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""an"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
ISPUSEMC,isptype,numeric,type/Decimal,รหัสชื่อเครื่องมือแพทย์,0,,,1,ISPTYPE.isptype(high:table match),ISPTYPE.isptype,"[{""dir"": ""out"", ""to_table"": ""ISPTYPE"", ""to_column"": ""isptype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
ISPUSEMC,ispmcrecno,numeric,type/Decimal,เลขที่ลงทะเบียนรับ,0,,,0,,,[],
ISPUSEMC,mccode,numeric,type/Decimal,รหัสเครื่อง,0,,,0,,,[],
ISPUSEMC,itemno,numeric,type/Decimal,ลำดับ,0,,,0,,,[],
ISPUSEMC,ispenddate,timestamp,type/DateTime,วันที่ปิด,0,,,0,,,[],
ISPUSEMC,ispendtime,numeric,type/Decimal,เวลาที่ปิด,0,,,0,,,[],
ISPUSEMC,ispuseqty,numeric,type/Decimal,จำนวนการใช้งาน,0,,,0,,,[],
ISPUSEMC,salerate,numeric,type/Decimal,ราคาปกติ salerate,0,,,0,,,[],
ISPUSEMC,ispuseamt,numeric,type/Decimal,มูลค่าการใช้งาน,0,,,0,,,[],
ISPUSEMC,rfndamt,numeric,type/Decimal,ราคาที่เบิกได้,0,,,0,,,[],
ISPUSEMC,recuseflag,numeric,type/Decimal,(ยืนยันการใช้การเครื่องมือ)1=ปิดเครื่อง(Y)  0 =เปิดเครื่อง,0,,,0,,,[],
ISPUSEMC,finlct,numeric,type/Decimal,จุดคิดเงิน,0,,,0,,,[],
ISPUSEMC,finrefno,numeric,type/Decimal,เลขอ้างอิง,0,,,0,,,[],
ISPUSEMC,ordercode,numeric,type/Decimal,v.ispmasterorder,0,,,0,,,[],
ISPUSEMC,income,varchar,type/Text,รหัสค่าใช้จ่าย,0,,,0,,,[],
ISPUSEMC,vstdate,timestamp,type/DateTime,"ผู้ป่วยนอกจาก ovst.vstdate,t.ipt.indate",0,,,0,,,[],
ISPUSEMC,vsttime,numeric,type/Decimal,"ผู้ป่วยนอกจาก  ovst.vsttime,t.ipt.intime",0,,,0,,,[],
ISPUSEMC,cliniclct,numeric,type/Decimal,"เก็บ ward หน่วยงาน คลินิก จาก ผู้ป่วยนอก(ovst),ผู้ป่วยใน(ipt)",0,,,1,CLINICLCT.cliniclct(high:table match),CLINICLCT.cliniclct,"[{""dir"": ""out"", ""to_table"": ""CLINICLCT"", ""to_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
ISPUSEMC,computername,varchar,type/Text,ชื่อเครื่อง,0,,,0,,,[],
ISPUSEMC,assambly,varchar,type/Text,รหัสเครื่องบันทึก,0,,,0,,,[],
ISPUSEMC,computerlct,numeric,type/Decimal,รหัสหน่วยงานเครื่องที่บันทึก,0,,,0,,,[],
ISPUSEMC,pttype,numeric,type/Decimal,รหัสกลุ่มสิทธิ์,0,,,1,PTTYPE.pttype(high:table match),PTTYPE.pttype,"[{""dir"": ""out"", ""to_table"": ""PTTYPE"", ""to_column"": ""pttype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
ISPUSEMC,prvno,numeric,type/Decimal,ลำดับสิทธิ์,0,,,0,,,[],
ISPUSEMC,pttypeext,varchar,type/Text,รหัสสิทธิ์,0,,,1,PTTYPEEXT.pttypeext(high:table match),PTTYPEEXT.pttypeext,"[{""dir"": ""out"", ""to_table"": ""PTTYPEEXT"", ""to_column"": ""pttypeext"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
ISPUSEMC,ldateflag,numeric,type/Decimal,วันย้อนหลัง,0,,,0,,,[],
ISPUSEMC,canceltext,varchar,type/Text,หมายเหตุ,0,,,0,,,[],
LABEXM,labexm,numeric,type/Decimal,รหัสรายการตรวจ,1,high,target_of_table_match,0,,LABEXMSPCM.labexm; LABEXM_CAT.labexm; LVSTEXM.labexm; LVSTEXMBAC1.labexm; LVSTEXMBAC2.labexm,"[{""dir"": ""in"", ""from_table"": ""LABEXMSPCM"", ""from_column"": ""labexm"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""LABEXM_CAT"", ""from_column"": ""labexm"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""LVSTEXM"", ""from_column"": ""labexm"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""LVSTEXMBAC1"", ""from_column"": ""labexm"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""LVSTEXMBAC2"", ""from_column"": ""labexm"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
LABEXM,labgrp,numeric,type/Decimal,รหัสประเภทการตรวจ,0,,,1,LABGRP.labgrp(high:table match),LABGRP.labgrp,"[{""dir"": ""out"", ""to_table"": ""LABGRP"", ""to_column"": ""labgrp"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
LABEXM,labgrptype,numeric,type/Decimal,รหัสประเภทกลุ่มการตรวจ,0,,,0,,,[],
LABEXM,name,varchar,type/Text,ชื่อรายการตรวจ,0,,,0,,,[],
LABEXM,hcode,varchar,type/Text,รหัสเดิม รพ.,0,,,0,,,[],
LABEXM,abbrname,varchar,type/Text,ชื่อย่อ,0,,,0,,,[],
LABEXM,name_en,varchar,type/Text,,0,,,0,,,[],
LABEXM,minnrm,varchar,type/Text,ค่าพิกัด(Normal Range) ต่ำสุด,0,,,0,,,[],
LABEXM,maxnrm,varchar,type/Text,ค่าพิกัด(Normal Range) สูงสุด,0,,,0,,,[],
LABEXM,nrmunit,varchar,type/Text,หน่วยของพิกัด,0,,,0,,,[],
LABEXM,labcntl,numeric,type/Decimal,ชนิดของผลการตรวจ,0,,,0,,,[],
LABEXM,resultst,numeric,type/Decimal,การแสดงผลตรวจ,0,,,0,,,[],
LABEXM,lprf,numeric,type/Decimal,ชุดรายการตรวจ,0,,,0,,,[],
LABEXM,emrgncy,numeric,type/Decimal,เร่งด่วน,0,,,1,EMRGNCY.emrgncy(high:table match),EMRGNCY.emrgncy,"[{""dir"": ""out"", ""to_table"": ""EMRGNCY"", ""to_column"": ""emrgncy"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
LABEXM,noemrgncy,numeric,type/Decimal,ไม่เร่งด่วน,0,,,0,,,[],
LABEXM,intime,numeric,type/Decimal,ในเวลา,0,,,0,,,[],
LABEXM,overtime,numeric,type/Decimal,นอกเวลา,0,,,0,,,[],
LABEXM,stat,numeric,type/Decimal,stat,0,,,0,,,[],
LABEXM,spcmcmnt,varchar,type/Text,วิธีการเก็บสิ่งส่งตรวจ,0,,,0,,,[],
LABEXM,spcmcmntpicnm,varchar,type/Text,ชื่อรูปวิธีการตรวจ,0,,,0,,,[],
LABEXM,labcmnt,varchar,type/Text,วิธีการตรวจ,0,,,0,,,[],
LABEXM,ordercode,numeric,type/Decimal,รหัสค่าใช้จ่าย,0,,,0,,,[],
LABEXM_CAT,labgrp,varchar,type/Text,,0,,,1,LABGRP.labgrp(high:table match),LABGRP.labgrp,"[{""dir"": ""out"", ""to_table"": ""LABGRP"", ""to_column"": ""labgrp"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
LABEXM_CAT,labexm,numeric,type/Decimal,,0,,,1,LABEXM.labexm(high:table match),LABEXM.labexm,"[{""dir"": ""out"", ""to_table"": ""LABEXM"", ""to_column"": ""labexm"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
LABEXM_CAT,labexmspcm,numeric,type/Decimal,,0,,,0,,,[],
LABEXM_CAT,tmlt,varchar,type/Text,,0,,,0,,,[],
LABEXM_CAT,lccode,varchar,type/Text,,0,,,0,,,[],
LABEXM_CAT,reimbprice,numeric,type/Decimal,,0,,,0,,,[],
LABEXM_CAT,cscode,varchar,type/Text,,0,,,0,,,[],
LABEXM_CAT,panel,varchar,type/Text,,0,,,0,,,[],
LABEXM_CAT,lonic,varchar,type/Text,,0,,,0,,,[],
LABEXMSPCM,labgrp,numeric,type/Decimal,รหัสประเภทงานรังสี,0,,,1,LABGRP.labgrp(high:table match),LABGRP.labgrp,"[{""dir"": ""out"", ""to_table"": ""LABGRP"", ""to_column"": ""labgrp"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
